,Status,Life expectancy,Adult Mortality,BMI,HIV/AIDS,Diphtheria,Polio,GDP,Income composition of resources,Schooling
1984,Developing,68.0,299.0,41.9,1.5,72.0,67.0,854.346921,0.454,8.2
338,Developing,64.2,286.0,36.8,2.8,95.0,96.0,77.625783,0.693,12.6
869,Developing,76.3,135.0,58.5,0.1,94.0,94.0,17421.8922,0.85,16.5
557,Developing,77.8,11.0,55.4,0.1,97.0,97.0,4463.545867,0.768,13.9
927,Developing,78.1,98.0,56.6,0.1,98.0,95.0,26834.2625,0.863,18.0
275,Developing,59.3,251.0,24.1,1.3,8.0,8.0,837.9551,0.458,10.0
1135,Developing,59.3,33.0,35.6,4.8,48.0,54.0,393.16327,0.444,8.0
1097,Developing,55.6,297.0,21.9,6.0,77.0,77.0,583.5445622,0.398,8.8
752,Developed,76.9,12.0,52.2,0.1,97.0,97.0,3743.55917,0.86,16.5
2910,Developing,58.2,366.0,21.2,6.3,81.0,83.0,1644.619672,0.543,12.0
1117,Developing,65.1,237.0,38.4,1.9,91.0,91.0,145.58861,0.613,11.2
1358,Developing,64.4,282.0,45.3,0.1,99.0,99.0,268.123657,0.714,13.1
278,Developing,58.4,259.0,22.5,1.6,79.0,8.0,793.45243,0.448,9.3
2396,Developing,59.2,48.0,48.7,7.6,65.0,65.0,7548.163698,0.644,12.8
1695,Developing,75.0,127.0,54.9,0.1,98.0,98.0,6751.998987,0.708,11.9
1012,Developing,61.9,254.0,27.3,0.9,9.0,91.0,1814.492297,0.57,11.5
89,Developing,75.2,127.0,57.5,0.1,91.0,92.0,5878.76127,0.782,16.1
491,Developing,52.1,412.0,22.8,7.5,73.0,72.0,93.211716,0.455,8.2
1949,Developing,64.6,177.0,2.6,0.1,62.0,7.0,139.31288,0.513,7.3
406,Developing,56.9,283.0,16.1,1.1,92.0,91.0,552.7455521,0.356,5.9
2525,Developed,82.6,55.0,55.8,0.1,96.0,96.0,87998.44468,0.932,15.6
1277,Developing,81.0,69.0,6.1,0.1,95.0,95.0,19888.172,0.863,15.9
1907,Developing,47.4,48.0,17.3,5.1,27.0,36.0,351.7996666,0.0,8.0
757,Developing,61.8,268.0,32.7,2.7,87.0,87.0,143.986898,0.451,5.9
1882,Developing,58.2,252.0,17.3,0.9,7.0,75.0,348.151511,0.312,4.5
674,Developed,83.0,53.0,59.8,0.1,99.0,99.0,2734.88382,0.85,14.0
2696,Developing,74.0,143.0,53.5,0.1,85.0,85.0,4316.553895,0.641,10.7
2151,Developing,66.1,227.0,21.4,0.4,98.0,99.0,71.348397,0.493,10.8
1123,Developing,63.1,245.0,48.8,0.5,48.0,55.0,83.1148117,0.487,9.1
1537,Developed,71.6,2.0,56.9,0.1,94.0,92.0,3297.35471,0.745,14.0
1136,Developing,58.9,35.0,34.8,5.0,45.0,52.0,413.7383164,0.443,7.9
1388,Developing,64.9,213.0,72.1,0.1,79.0,74.0,1214.556667,0.0,12.2
984,Developing,73.2,133.0,51.3,0.1,88.0,93.0,276.588512,0.734,12.8
1074,Developing,59.0,284.0,23.3,0.5,54.0,42.0,554.48766,0.414,8.8
1403,Developing,73.6,89.0,66.7,0.1,99.0,99.0,42717.55725,0.787,14.1
2732,Developing,71.0,198.0,6.1,0.2,76.0,72.0,429.71554,0.744,15.2
2700,Developing,65.6,22.0,45.9,0.1,97.0,98.0,6675.262954,0.672,10.7
2319,Developed,81.7,62.0,31.5,0.1,97.0,97.0,38577.55822,0.887,14.4
14,Developing,55.3,316.0,12.6,0.1,33.0,35.0,117.49698,0.34,5.9
1210,Developing,67.5,19.0,2.5,0.2,73.0,77.0,1855.93915,0.638,11.0
1368,Developing,59.1,317.0,18.4,5.0,88.0,89.0,92.816252,0.514,10.7
1168,Developed,72.3,185.0,56.6,0.1,99.0,99.0,527.85364,0.769,14.2
2731,Developing,78.0,23.0,6.7,0.2,23.0,45.0,314.658296,0.746,15.2
2011,Developing,74.5,133.0,52.9,0.2,91.0,91.0,5771.565878,0.721,13.4
2140,Developing,68.4,256.0,57.5,0.2,97.0,98.0,1674.98771,0.773,13.7
2701,Developing,65.6,217.0,45.0,0.1,97.0,97.0,5649.978486,0.665,10.6
2442,Developing,74.7,141.0,22.7,0.1,99.0,99.0,382.54994,0.76,14.0
1270,Developing,81.8,61.0,63.4,0.1,94.0,94.0,33657.15727,0.883,15.8
1000,Developed,80.0,79.0,59.5,0.1,96.0,95.0,41732.7725,0.906,16.7
496,Developing,82.2,64.0,67.0,0.1,91.0,91.0,43315.744,0.919,16.3
2689,Developing,73.2,124.0,59.3,0.1,96.0,96.0,979.49246,0.697,12.3
2073,Developing,77.9,7.0,67.7,0.1,97.0,99.0,8834.87958,0.843,13.4
1759,Developing,72.0,142.0,48.2,0.1,97.0,97.0,1948.812275,0.561,9.6
378,Developing,76.2,92.0,31.2,0.1,94.0,93.0,2612.13345,0.834,14.1
99,Developing,74.4,121.0,52.6,0.1,95.0,96.0,3684.8481,0.732,12.7
1082,Developing,56.4,36.0,19.4,2.4,63.0,46.0,49.456775,0.364,7.6
46,Developing,71.4,145.0,45.3,0.1,89.0,89.0,1732.857979,0.644,10.9
2012,Developing,73.7,14.0,52.2,0.2,93.0,92.0,522.493191,0.708,13.3
1935,Developing,74.7,115.0,5.1,0.1,98.0,98.0,1448.55,0.748,11.6
1898,Developing,52.0,374.0,22.2,4.8,54.0,54.0,2327.3267,0.492,9.5
2125,Developed,73.1,158.0,56.3,0.1,95.0,95.0,822.18329,0.795,15.4
2930,Developing,46.6,67.0,28.2,23.7,73.0,73.0,396.9982166,0.414,9.6
2475,Developing,71.2,179.0,57.0,0.4,86.0,86.0,9484.56898,0.719,12.7
382,Developing,74.7,19.0,27.0,0.1,97.0,99.0,16468.12886,0.819,13.4
1389,Developing,64.8,214.0,71.4,0.1,62.0,61.0,113.6286,0.0,12.4
522,Developing,45.9,511.0,18.2,11.2,54.0,47.0,327.1149461,0.319,5.9
590,Developing,71.5,165.0,47.5,0.1,8.0,83.0,2395.856551,0.653,11.4
1240,Developing,74.0,148.0,55.2,0.1,78.0,78.0,3735.144836,0.643,10.3
749,Developed,77.3,11.0,53.9,0.1,96.0,96.0,4458.7764,0.882,16.3
2307,Developing,43.3,48.0,19.2,2.2,65.0,67.0,287.6891942,0.341,7.8
1453,Developed,71.0,26.0,56.6,0.1,99.0,99.0,6351.8125,0.776,15.5
1100,Developing,53.9,37.0,2.1,5.4,68.0,73.0,424.9534585,0.0,8.0
176,Developing,76.9,69.0,63.6,0.1,98.0,98.0,22688.87824,0.823,14.5
2054,Developed,73.7,153.0,53.1,0.1,98.0,98.0,4492.72764,0.777,14.6
1624,Developing,56.0,276.0,2.2,1.6,73.0,77.0,697.153124,0.385,7.1
775,Developing,72.7,166.0,53.6,0.9,88.0,85.0,5451.6696,0.697,12.9
1088,Developing,52.5,336.0,16.9,3.0,5.0,52.0,315.83983,0.322,5.1
561,Developing,75.8,86.0,31.9,0.1,99.0,99.0,7683.5238,0.723,13.1
663,Developing,78.1,11.0,56.9,0.1,96.0,99.0,5484.7763,0.782,17.7
1266,Developing,82.5,58.0,64.9,0.1,95.0,95.0,35729.37253,0.898,16.0
572,Developing,73.1,13.0,22.6,0.1,86.0,87.0,1288.642924,0.61,9.9
521,Developing,46.3,56.0,18.6,10.0,51.0,47.0,347.673678,0.323,6.0
1809,Developing,55.7,452.0,25.8,24.6,77.0,78.0,1713.47594,0.556,11.8
1835,Developed,86.0,65.0,58.6,0.1,97.0,97.0,519.349,0.906,16.9
1149,Developing,72.2,165.0,42.0,1.2,94.0,94.0,1217.657961,0.571,10.4
2652,Developing,78.0,174.0,44.0,0.4,92.0,91.0,19152.531,0.772,12.6
1680,Developing,71.5,179.0,26.4,0.1,88.0,88.0,3957.51296,0.683,12.5
2268,Developing,74.9,126.0,58.3,0.1,91.0,93.0,5659.3824,0.767,14.0
2573,Developing,74.1,155.0,29.0,0.2,99.0,99.0,5491.159981,0.72,13.3
1145,Developing,73.2,159.0,45.1,0.6,93.0,93.0,1751.595857,0.597,11.1
1316,Developed,83.5,56.0,28.2,0.1,96.0,99.0,4454.44746,0.894,15.3
661,Developing,78.8,92.0,58.4,0.1,97.0,99.0,675.92436,0.78,16.5
1522,Developed,73.6,165.0,62.4,0.1,93.0,93.0,14252.42853,0.846,16.5
485,Developing,55.3,37.0,26.0,5.5,84.0,83.0,1182.869227,0.48,9.7
2555,Developing,69.3,163.0,39.0,0.2,96.0,97.0,14.214412,0.617,11.2
1330,Developing,74.1,112.0,65.6,0.1,99.0,99.0,496.99275,0.741,13.1
2026,Developing,68.1,217.0,23.7,0.1,88.0,88.0,2581.818554,0.666,11.6
527,Developing,46.0,49.0,16.5,14.3,37.0,38.0,243.5429317,0.312,5.2
2810,Developing,77.0,116.0,64.0,0.1,95.0,95.0,15524.84247,0.794,15.5
2571,Developing,74.5,153.0,31.3,0.1,99.0,99.0,6171.262444,0.733,13.6
1610,Developing,75.4,82.0,19.5,0.1,98.0,98.0,52.862285,0.632,11.9
2132,Developed,77.0,178.0,52.4,0.1,98.0,98.0,2124.873613,0.714,12.0
2052,Developed,74.5,145.0,54.0,0.1,99.0,98.0,5196.932921,0.79,15.0
1478,Developing,52.3,52.0,3.2,10.5,96.0,95.0,1352.38433,0.469,11.0
1126,Developing,62.3,259.0,45.3,1.5,68.0,67.0,74.9358452,0.47,8.7
245,Developed,80.0,81.0,61.9,0.1,98.0,98.0,4438.23741,0.878,15.9
1847,Developed,81.3,69.0,66.4,0.1,92.0,92.0,42889.88141,0.908,19.3
1856,Developed,79.2,79.0,61.5,0.1,89.0,87.0,2542.39935,0.884,18.4
1748,Developing,74.3,95.0,58.5,0.1,99.0,99.0,2847.285569,0.645,12.1
520,Developing,46.8,495.0,19.0,9.0,48.0,46.0,397.148467,0.33,6.2
1513,Developing,72.6,132.0,58.2,0.1,98.0,98.0,14396.4865,0.757,14.8
2694,Developing,71.2,138.0,55.1,0.1,78.0,78.0,366.57,0.658,11.5
1113,Developing,66.3,218.0,4.9,0.8,93.0,93.0,2576.124957,0.618,10.7
1294,Developed,79.9,72.0,57.0,0.1,96.0,97.0,27387.2258,0.841,15.4
881,Developing,78.0,218.0,54.0,0.1,93.0,93.0,47.32827,0.764,14.4
132,Developed,88.0,73.0,55.7,0.1,89.0,89.0,51126.74139,0.88,15.7
1110,Developing,65.6,229.0,43.2,0.4,93.0,93.0,3439.597513,0.624,10.3
403,Developing,58.6,271.0,17.7,0.8,9.0,9.0,673.8227,0.384,7.2
942,Developing,79.3,99.0,56.4,0.1,97.0,96.0,29691.18158,0.852,15.4
2213,Developing,76.0,174.0,67.4,0.1,86.0,85.0,1631.41727,0.653,12.1
551,Developing,79.6,88.0,59.3,0.1,95.0,95.0,1781.3668,0.804,15.2
321,Developing,77.2,89.0,55.3,0.1,86.0,86.0,5193.94932,0.742,14.2
1741,Developing,73.8,13.0,56.5,0.1,9.0,9.0,4383.59597,0.751,13.2
1936,Developing,74.3,118.0,49.5,0.1,99.0,99.0,12376.97936,0.742,11.5
841,Developing,55.4,338.0,21.3,6.3,42.0,55.0,22742.38159,0.592,9.1
270,Developing,68.2,21.0,41.4,0.4,96.0,96.0,3419.275719,0.677,11.8
2838,Developing,67.2,183.0,36.4,0.3,98.0,99.0,396.129969,0.607,11.3
1471,Developing,73.2,17.0,59.1,0.1,77.0,77.0,5436.595223,0.0,15.2
1333,Developing,73.7,115.0,63.2,0.1,98.0,98.0,387.753211,0.735,12.9
1510,Developing,71.3,161.0,6.9,0.1,98.0,98.0,562.549434,0.756,14.0
198,Developing,69.5,144.0,14.6,0.1,97.0,97.0,681.125368,0.523,8.4
133,Developed,84.0,75.0,55.2,0.1,86.0,86.0,46657.629,0.872,15.4
469,Developing,66.6,192.0,16.4,0.5,89.0,88.0,785.6928841,0.519,10.6
1554,Developing,65.5,22.0,2.5,0.3,69.0,71.0,41.8575951,0.511,10.3
489,Developing,53.3,394.0,23.8,7.2,81.0,78.0,12.989164,0.456,8.2
2483,Developing,68.9,25.0,51.1,0.6,83.0,84.0,3595.8855,0.672,11.3
486,Developing,54.8,373.0,25.4,6.3,8.0,79.0,123.19538,0.473,9.2
1939,Developing,73.3,13.0,47.3,0.1,99.0,99.0,8629.11774,0.716,11.0
2350,Developed,79.5,87.0,57.0,0.1,96.0,96.0,23437.4722,0.872,16.9
2298,Developing,48.1,463.0,23.8,0.6,83.0,83.0,78.4394757,0.426,9.5
59,Developing,47.1,386.0,17.2,2.5,4.0,4.0,141.86844,0.415,6.4
180,Developing,76.1,76.0,6.8,0.1,99.0,99.0,2281.1242,0.812,14.4
514,Developing,49.9,451.0,21.6,5.1,23.0,23.0,337.4849614,0.37,7.1
2122,Developed,74.4,138.0,58.4,0.1,91.0,92.0,8558.39766,0.797,15.3
864,Developing,58.1,345.0,12.8,2.0,86.0,89.0,215.139213,0.0,4.3
1402,Developing,73.7,89.0,67.1,0.1,99.0,99.0,45793.97614,0.787,13.9
2207,Developing,72.5,146.0,71.4,0.1,26.0,54.0,359.82223,0.688,12.9
1337,Developing,73.1,119.0,6.1,0.1,97.0,98.0,3385.69665,0.739,13.6
1215,Developing,66.7,189.0,16.7,0.1,7.0,8.0,899.5556857,0.608,10.6
1925,Developed,78.5,85.0,53.3,0.1,9.0,91.0,38146.71539,0.911,17.1
493,Developing,51.6,47.0,21.8,7.8,66.0,66.0,676.397661,0.452,8.4
2278,Developing,72.9,133.0,52.2,0.1,95.0,95.0,2149.9944,0.715,13.2
2576,Developing,73.5,162.0,25.7,0.3,99.0,99.0,4378.68746,0.7,12.9
2852,Developing,69.9,165.0,44.9,0.1,68.0,67.0,1886.433359,0.0,10.6
1313,Developing,72.6,171.0,41.6,2.2,93.0,95.0,336.8742,0.682,11.4
2656,Developing,69.9,185.0,4.2,0.3,9.0,91.0,21188.11857,0.767,12.4
1641,Developed,80.0,64.0,66.6,0.1,72.0,72.0,21928.767,0.813,14.6
195,Developing,77.0,137.0,16.4,0.1,94.0,94.0,856.342857,0.557,9.9
1986,Developing,59.9,314.0,4.4,1.5,62.0,59.0,637.3616215,0.439,7.6
470,Developing,66.1,195.0,15.9,0.6,94.0,95.0,738.2326684,0.52,10.5
265,Developing,69.4,184.0,44.4,0.6,98.0,98.0,4187.3783,0.692,12.3
1374,Developing,52.4,437.0,15.5,14.5,73.0,75.0,436.6875357,0.45,8.2
1295,Developed,80.0,72.0,56.4,0.1,93.0,96.0,22196.5736,0.836,15.2
453,Developing,72.5,123.0,27.5,0.4,99.0,99.0,3312.825985,0.627,12.7
2610,Developing,64.9,186.0,13.9,0.1,63.0,62.0,441.53226,0.511,11.0
1923,Developed,78.9,81.0,54.6,0.1,93.0,93.0,4361.1538,0.916,17.1
1558,Developing,63.8,241.0,18.5,0.4,73.0,73.0,454.963464,0.504,10.2
924,Developing,78.9,11.0,58.1,0.1,97.0,97.0,38969.17163,0.864,17.1
273,Developing,59.7,252.0,25.2,1.1,78.0,74.0,943.686575,0.475,10.7
2552,Developing,72.6,136.0,43.9,0.1,84.0,86.0,1177.629268,0.588,10.0
2668,Developing,74.9,13.0,58.3,0.1,97.0,97.0,4137.55421,0.717,14.6
93,Developing,74.1,138.0,55.1,0.1,93.0,94.0,2579.193168,0.776,16.3
1724,Developing,65.9,26.0,43.9,0.1,95.0,99.0,1634.81431,0.661,13.0
1875,Developing,73.0,193.0,43.5,0.4,87.0,89.0,143.6758,0.57,10.4
890,Developing,58.5,39.0,14.5,2.8,5.0,61.0,243.326822,0.362,7.1
1081,Developing,56.8,33.0,19.8,2.3,6.0,59.0,437.4467238,0.371,7.9
340,Developing,62.2,325.0,35.7,5.5,95.0,96.0,7645.21469,0.678,12.4
2744,Developing,67.7,253.0,55.1,0.8,99.0,99.0,78.738243,0.673,13.2
1846,Developed,81.5,67.0,66.9,0.1,93.0,93.0,4453.24673,0.91,19.2
996,Developed,86.0,71.0,61.4,0.1,95.0,94.0,4653.91143,0.919,16.9
2311,Developing,41.0,519.0,17.5,1.5,38.0,38.0,227.779471,0.302,7.0
404,Developing,58.1,275.0,17.1,0.9,91.0,9.0,666.842783,0.377,6.7
1147,Developing,72.8,161.0,43.5,0.8,95.0,94.0,1437.628785,0.583,10.8
991,Developing,71.7,142.0,47.0,0.1,84.0,89.0,779.3845935,0.677,11.8
1684,Developing,76.6,122.0,62.8,0.1,87.0,87.0,1452.27766,0.754,13.1
1029,Developing,84.0,76.0,64.9,0.1,99.0,99.0,22242.68193,0.858,16.8
1391,Developing,64.6,217.0,69.7,0.1,77.0,96.0,826.58554,0.0,11.7
1997,Developing,73.0,155.0,45.6,0.1,85.0,81.0,2599.596259,0.663,12.1
1792,Developing,63.2,231.0,15.2,0.5,78.0,86.0,219.782326,0.445,7.7
2611,Developing,63.7,26.0,13.5,0.1,55.0,55.0,478.331859,0.492,10.6
654,Developed,74.8,124.0,55.8,0.1,95.0,95.0,653.71637,0.759,12.6
30,Developing,73.6,14.0,46.0,0.1,97.0,97.0,1326.97339,0.662,10.6
2519,Developed,79.8,73.0,53.4,0.1,99.0,99.0,26969.24457,0.877,15.9
1072,Developing,68.4,211.0,41.1,0.3,77.0,78.0,1568.376276,0.546,8.5
1025,Developing,57.2,38.0,19.5,3.6,88.0,88.0,263.1124679,0.48,7.7
370,Developing,77.1,84.0,39.2,0.1,99.0,99.0,44597.27968,0.86,14.9
